Time,Channel A,Channel B,Channel C
(s),(mV),(V),(mV)

0.00000000,415.47730000,0.45266360,-3.55407200
0.01000000,387.77990000,0.47650100,-8.68909800
0.02000000,395.68460000,0.47650100,-9.47803900
0.03000000,435.25460000,0.42882630,-0.39370070
0.04000000,443.17480000,0.42089070,0.39370070
0.05000000,435.25460000,0.42882630,-0.78893940
0.06000000,431.30220000,0.43679260,-0.78893940
0.07000000,399.63700000,0.46853470,-7.50338300
0.08000000,379.85970000,0.49237200,-10.26852000
0.09000000,411.50960000,0.45266360,-3.94931100
0.10000000,435.25460000,0.42882630,-1.57941700
0.11000000,431.30220000,0.43679260,-1.97465500
0.12000000,431.30220000,0.43679260,-0.78893940
0.13000000,411.50960000,0.45266360,-4.34454900
0.14000000,383.81210000,0.48443650,-9.47803900
0.15000000,399.63700000,0.46059920,-5.92396600
0.16000000,435.25460000,0.42882630,-0.78893940
0.17000000,431.30220000,0.42882630,-1.18417800
0.18000000,431.30220000,0.43679260,-1.97465500
0.19000000,423.38210000,0.44472810,-4.34454900
0.20000000,383.81210000,0.47650100,-9.87327700
0.21000000,391.73220000,0.48443650,-9.87327700
0.22000000,431.30220000,0.43679260,-1.18417800
0.22999999,435.25460000,0.42882630,0.78893940
0.23999999,431.30220000,0.42882630,0.00000000
0.24999999,431.30220000,0.43679260,-1.18417800
0.25999999,399.63700000,0.46853470,-7.10814400
0.26999999,379.85970000,0.48443650,-11.05899000
0.27999999,415.47730000,0.45266360,-4.73825000
0.28999999,439.20700000,0.43679260,-1.57941700
0.29999999,427.34990000,0.43679260,-1.97465500
0.30999999,427.34990000,0.44472810,-3.15883400
0.31999999,407.55720000,0.46059920,-5.52872800
0.32999999,383.81210000,0.48443650,-9.47803900
0.33999999,407.55720000,0.46059920,-4.73825000
0.34999999,435.25460000,0.42089070,0.39370070
0.35999999,443.17480000,0.42882630,-0.78893940
0.36999999,435.25460000,0.43679260,-1.18417800
0.37999999,423.38210000,0.44472810,-4.34454900
0.38999999,383.81210000,0.48443650,-10.26852000
0.39999999,387.77990000,0.48443650,-9.47803900
0.40999999,427.34990000,0.42882630,-1.97465500
0.41999999,439.20700000,0.42882630,1.18417800
0.42999999,431.30220000,0.42882630,-0.78893940
0.43999999,431.30220000,0.43679260,-0.39370070
0.44999999,403.60480000,0.46853470,-7.89862200
0.45999999,379.85970000,0.48443650,-9.87327700
0.46999999,415.47730000,0.45266360,-3.94931100
0.47999999,435.25460000,0.43679260,0.78893940
0.48999999,427.34990000,0.43679260,-1.97465500
0.49999999,423.38210000,0.44472810,-2.76359500
0.50999999,403.60480000,0.46059920,-6.71444300
0.51999999,383.81210000,0.48443650,-9.47803900
0.52999999,407.55720000,0.46059920,-6.71444300
0.53999999,439.20700000,0.42089070,1.57941700
0.54999999,439.20700000,0.42089070,-0.39370070
0.55999999,435.25460000,0.42882630,-0.78893940
0.56999999,419.42970000,0.43679260,-2.36835600
0.57999999,379.85970000,0.47650100,-10.26852000
0.58999999,383.81210000,0.48443650,-11.05899000
0.59999999,427.34990000,0.43679260,-1.97465500
0.60999999,435.25460000,0.42882630,-0.39370070
0.61999999,431.30220000,0.43679260,-1.97465500
0.62999999,431.30220000,0.43679260,-0.78893940
0.63999999,395.68460000,0.46853470,-7.89862200
0.64999999,379.85970000,0.48443650,-11.84793000
0.65999999,411.50960000,0.44472810,-2.76359500
0.66999999,435.25460000,0.42882630,0.78893940
0.67999998,427.34990000,0.42882630,-0.78893940
0.68999998,427.34990000,0.43679260,-1.57941700
0.69999998,407.55720000,0.46059920,-6.31920500
0.70999998,379.85970000,0.49237200,-11.45423000
0.71999998,407.55720000,0.46853470,-7.10814400
0.72999998,439.20700000,0.42882630,-0.39370070
0.73999998,435.25460000,0.42882630,1.57941700
0.74999998,439.20700000,0.42882630,1.18417800
0.75999998,427.34990000,0.43679260,-0.78893940
0.76999998,387.77990000,0.46853470,-8.68909800
0.77999998,387.77990000,0.48443650,-11.05899000
0.78999998,427.34990000,0.44472810,-2.36835600
0.79999998,431.30220000,0.42882630,0.00000000
0.80999998,427.34990000,0.44472810,-0.78893940
0.81999998,423.38210000,0.44472810,-2.76359500
0.82999998,395.68460000,0.46853470,-7.89862200
0.83999998,383.81210000,0.48443650,-11.05899000
0.84999998,423.38210000,0.44472810,-3.55407200
0.85999998,439.20700000,0.42882630,1.97465500
0.86999998,435.25460000,0.42882630,-1.18417800
0.87999998,431.30220000,0.43679260,-2.76359500
0.88999998,411.50960000,0.46059920,-4.34454900
0.89999998,375.90730000,0.48443650,-10.66375000
0.90999998,399.63700000,0.46853470,-7.10814400
0.91999998,435.25460000,0.42882630,-0.78893940
0.92999998,431.30220000,0.42882630,0.00000000
0.93999998,431.30220000,0.42882630,-0.78893940
0.94999998,419.42970000,0.43679260,-1.97465500
0.95999998,391.73220000,0.47650100,-8.68909800
0.96999998,383.81210000,0.47650100,-10.66375000
0.97999998,431.30220000,0.43679260,-1.97465500
0.98999998,431.30220000,0.42882630,-0.78893940
0.99999998,427.34990000,0.43679260,-2.76359500
1.00999998,423.38210000,0.44472810,-3.55407200
1.01999998,395.68460000,0.47650100,-8.29386000
1.02999998,383.81210000,0.47650100,-10.26852000
